DayOfWeek,CallDate,Calls Inbound,Calls Outbound,Calls Inbound Handled,Calls Outbound Handled,Calls Self-Served,Calls Presented,Calls Abandoned,Handle Time - Inbound Average,Handle Time - Outbound Average,Avg.Wait Time,Avg. Wait Time - Abandoned,Avg. Speed To Answer,Avg. Speed To Answer With Transfer
Sunday,12/13/2015,657,1174,0,941,12,0,0,,9.8836238,,,,
Monday,12/14/2015,30586,11356,14679,7950,10499,19738,5059,29.59932012,5.05677736,9.00949235,7.52109705,9.52245589,15.36728115
Tuesday,12/15/2015,24494,14906,13799,10500,8559,15617,1818,29.03056816,4.39188667,3.90620862,3.70832783,3.93227915,6.91895137
Wednesday,12/16/2015,18487,14348,11439,10031,6595,11699,260,26.77569368,3.68354501,0.53845457,0.93592308,0.5294204,0.69737215
Thursday,12/17/2015,18502,19921,11402,12361,6845,11497,95,26.27068146,3.03487986,0.36366617,0.54357895,0.36216716,0.50436502
Friday,12/18/2015,19576,16681,11649,11086,7602,11802,154,25.85063101,3.22975555,0.53875953,0.58493506,0.53814904,0.69530134
Saturday,12/19/2015,2005,6,0,2,20,0,0,,21.085,,,,
Sunday,12/20/2015,534,0,0,0,14,0,0,,,,,,
Monday,12/21/2015,30210,18108,14187,11155,13287,16677,2490,24.93577078,3.23107575,5.17958026,4.46790763,5.30448791,5.59116797
Tuesday,12/22/2015,24320,18371,12917,10739,10783,13352,435,24.12415112,3.0783546,1.21745057,2.21645977,1.18380739,1.30672215
Wednesday,12/23/2015,16952,12810,9668,7416,7072,9761,93,23.75506103,3.17241775,0.32726258,0.33913978,0.32714832,0.42615536
Thursday,12/24/2015,7022,11535,4087,6296,2866,4117,30,24.49731833,2.67914231,0.3149162,0.21266667,0.31566675,0.42924639
Friday,12/25/2015,183,0,0,0,11,0,0,,,,,,
Saturday,12/26/2015,1861,0,0,0,12,0,0,,,,,,
Sunday,12/27/2015,596,0,0,0,10,0,0,,,,,,
Monday,12/28/2015,44464,13086,14665,7473,21886,22247,7574,26.24008551,3.77036398,11.17818447,9.47568392,11.86687598,12.77370408
Tuesday,12/29/2015,31514,15958,14228,9118,13971,17298,3071,26.22315878,3.18590151,5.93205573,5.4806773,6.029489,6.50897167
Wednesday,12/30/2015,24462,14172,13513,8285,10187,14067,554,26.08386517,3.2794834,1.50425108,1.73861011,1.49464294,1.67921335
Friday,1/1/2016,1016,0,0,0,16,0,0,,,,,,
Saturday,1/2/2016,2252,0,0,0,15,0,0,,,,,,
Sunday,1/3/2016,700,0,0,0,11,0,0,,,,,,
Monday,1/4/2016,41788,9634,13469,6545,19723,21711,8242,22.39695597,3.32647212,12.45699691,9.46964208,14.28503007,15.03728859
Tuesday,1/5/2016,29788,5810,11748,3702,14235,15265,3518,21.75803269,4.21832253,7.54698067,5.89991188,8.04024602,8.43154763
Wednesday,1/6/2016,25727,5460,11612,3578,12922,12613,1001,21.01119962,4.45256009,2.84370887,3.09707293,2.8218679,2.97901395
Thursday,1/7/2016,23949,5614,11210,3721,12084,11714,506,20.52187901,4.14224133,1.64197029,1.80561265,1.63458244,1.73255889
Friday,1/8/2016,22253,3822,10141,2520,11414,10654,514,21.44439645,4.95187302,1.90956354,1.86317121,1.91191519,2.04408087
Saturday,1/9/2016,2410,0,0,0,24,0,0,,,,,,
Sunday,1/10/2016,617,0,0,0,18,0,0,,,,,,
Monday,1/11/2016,37922,7284,11804,5124,20692,16947,5144,22.12046005,3.64844653,10.24073582,7.29305016,11.52540032,12.12892316
Tuesday,1/12/2016,30794,5646,10760,3765,16381,14217,3457,21.31079833,3.97535989,7.88051488,6.13178478,8.4423513,8.85217193
Wednesday,1/13/2016,26231,5134,10656,3355,14221,11839,1185,21.36111695,4.50819374,3.41338542,2.87264135,3.47353013,3.67716163
Thursday,1/14/2016,26803,4967,10348,3278,14786,11852,1505,20.66497729,4.67230933,4.38717854,3.73194684,4.48248381,4.72448826
Friday,1/15/2016,26137,3993,9676,2695,14308,11658,1983,22.08577158,5.54542857,5.65370647,4.66683308,5.85597726,6.19152041
Saturday,1/16/2016,2769,1,0,0,24,0,0,,,,,,
Sunday,1/17/2016,617,0,0,0,16,0,0,,,,,,
Monday,1/18/2016,14485,0,0,0,44,0,0,,,,,,
Tuesday,1/19/2016,42521,7555,11789,5097,23608,18664,6875,22.64111205,3.78556602,12.26435812,8.73748218,14.32112902,15.15292476
Wednesday,1/20/2016,31238,8642,10848,5256,17100,13869,3021,22.13052729,3.82417237,7.32555411,5.54191658,7.82226954,8.23868824
Thursday,1/21/2016,26527,5764,9858,3830,14735,11598,1740,21.54583587,3.76337076,5.36972064,4.4746954,5.52769832,5.82497058
Friday,1/22/2016,23768,3895,8744,2627,13249,10355,1647,21.88960152,5.05682147,5.24075133,5.82131755,5.13094511,5.46391594
Saturday,1/23/2016,2201,2,3,2,20,5,2,8.30666667,2.265,17.248,20.845,14.85,14.95
Sunday,1/24/2016,510,0,0,0,13,0,0,,,,,,
Monday,1/25/2016,31268,2889,12547,1975,17237,13830,1284,20.06990834,5.39056709,3.46846421,4.15866044,3.3978272,5.51101467
Tuesday,1/26/2016,24712,6494,10705,4369,13413,11103,398,21.596539,3.70706798,1.66116725,1.38494975,1.67143671,1.9753405
Wednesday,1/27/2016,20800,5889,9283,4022,11230,9407,124,20.91571152,3.57897812,0.47036569,0.4208871,0.47102661,0.5459065
Thursday,1/28/2016,20597,5143,9185,3373,11222,9252,68,20.96380226,4.04802253,0.32470709,0.24294118,0.3253125,0.39466463
Friday,1/29/2016,19468,4077,8729,2764,10515,8798,69,21.52187765,4.92097685,0.33528188,0.29710145,0.33558369,0.40984993
Saturday,1/30/2016,2153,0,0,0,13,0,0,,,,,,
Sunday,1/31/2016,589,0,0,0,13,0,0,,,,,,
Monday,2/1/2016,25268,9005,10879,6059,13759,11339,460,21.65466863,3.57516422,1.6638028,1.23932609,1.68175108,1.96879217
Tuesday,2/2/2016,19239,4765,8582,3263,10477,8640,59,21.8267801,3.86254061,0.32634954,0.21830508,0.32709241,0.39894418
Wednesday,2/3/2016,16117,4079,7198,2884,8759,7242,44,21.41473326,4.22128988,0.33682408,3.04431818,0.32027369,0.39068352
Thursday,2/4/2016,16087,3440,6951,2395,8952,6993,42,21.16696878,4.62738622,0.31494208,0.16404762,0.31585383,0.38264566
Friday,2/5/2016,16213,3190,6887,2268,9125,6941,54,21.38383621,4.6384612,0.31399654,0.21314815,0.31478728,0.38649775
Saturday,2/6/2016,1780,1,0,1,13,0,0,,0.18,,,,
Sunday,2/7/2016,346,0,0,0,4,0,0,,,,,,
Monday,2/8/2016,22194,5253,9103,3780,12676,9359,256,24.09726983,3.78956085,1.21913239,1.18949219,1.18102395,1.36613601
Tuesday,2/9/2016,17847,4865,7605,3313,10071,7653,48,22.87448915,3.99666767,0.32105057,0.146875,0.3221499,0.3940263
Wednesday,2/10/2016,16269,5949,6703,3727,9401,6761,58,21.25338356,3.9178535,0.30339299,0.15103448,0.30471132,0.37730419
Thursday,2/11/2016,15729,3892,6480,2773,9101,6524,44,21.30950926,4.94201226,0.32183783,0.28977273,0.32205556,0.40034568
Friday,2/12/2016,13904,3924,5941,2781,7832,5976,35,21.34846995,4.35648688,0.32263889,0.26114286,0.32300118,0.39707457
Saturday,2/13/2016,1357,2,0,2,20,0,0,,11.235,,,,
Sunday,2/14/2016,323,0,0,0,8,0,0,,,,,,
Monday,2/15/2016,8409,0,0,0,33,0,0,,,,,,
Tuesday,2/16/2016,23284,6766,9778,4626,13121,9994,216,24.29070464,4.02854302,0.8993326,1.10851852,0.8947116,1.05048476
Wednesday,2/17/2016,18159,6264,7653,3980,10304,7714,60,21.88060107,3.83415075,0.37545242,0.21633333,0.32565138,0.39910101
Thursday,2/18/2016,16203,3638,6789,2664,9223,6852,63,21.65779791,4.92815315,0.33893608,0.25222222,0.33974076,0.41318162
Friday,2/19/2016,14407,3313,6178,2427,8074,6224,46,21.92559566,4.70894932,0.33883355,0.1626087,0.34014568,0.42920201
Saturday,2/20/2016,1382,0,0,0,9,0,0,,,,,,
Sunday,2/21/2016,397,0,0,0,10,0,0,,,,,,
Monday,2/22/2016,21614,2986,9437,2170,11645,9790,353,22.67435626,5.16079263,1.38818693,1.41175637,1.38730529,1.79641411
Tuesday,2/23/2016,17874,5074,8184,3404,9348,8398,214,22.23368157,3.79854877,1.06791855,1.07813084,1.06765152,1.27751955
Wednesday,2/24/2016,13898,3559,6553,2462,7222,6594,41,22.28528613,4.59127132,0.33311495,0.20804878,0.33389745,0.42387456
Thursday,2/25/2016,12953,3045,6075,2143,6763,6117,42,22.04357531,5.11727485,0.36350008,0.43071429,0.36303539,0.45436708
Friday,2/26/2016,12641,3635,5738,2576,6756,5773,35,22.15680376,4.62633929,0.32579248,0.26371429,0.32617114,0.41573196
Saturday,2/27/2016,1449,0,0,0,11,0,0,,,,,,
Sunday,2/28/2016,416,0,0,0,7,0,0,,,,,,
Monday,2/29/2016,17714,4848,7911,3000,9625,7960,50,23.11802908,4.52934333,0.30974497,0.1904,0.31049937,0.39231353
Tuesday,3/1/2016,13565,7505,6179,5335,7214,6221,42,21.72776177,3.25026054,0.32130547,0.16487805,0.32234342,0.40728111
Wednesday,3/2/2016,12526,4225,5823,3019,6577,5862,38,22.03549373,3.82717456,0.36035836,0.19315789,0.32665006,0.40488748
Thursday,3/3/2016,10997,2765,4985,1983,5882,5019,34,21.35442126,4.90442763,0.30051405,0.27941176,0.30065797,0.37896891
Friday,3/4/2016,10902,2469,4785,1819,5995,4823,38,21.43173459,4.94235294,0.30910637,0.19315789,0.31002717,0.38868757
Saturday,3/5/2016,1140,0,0,0,10,0,0,,,,,,
Sunday,3/6/2016,356,0,0,0,7,0,0,,,,,,
Monday,3/7/2016,15732,3057,6739,2275,8811,6794,55,21.75687936,4.51211868,0.32694436,0.36963636,0.32659593,0.40029678
Tuesday,3/8/2016,11485,5692,5260,3993,6085,5300,40,20.90194297,3.10610819,0.32490566,0.1765,0.32603422,0.40943156
Wednesday,3/9/2016,10074,3934,4661,2820,5247,4714,53,21.10292427,3.99917021,0.31774077,0.25075472,0.31850247,0.40428234
Thursday,3/10/2016,10702,3135,4741,2287,5865,4767,26,20.71765028,4.33845212,0.3240214,0.25269231,0.32441257,0.40338958
Friday,3/11/2016,10434,2580,4731,1919,5580,4771,40,21.15113507,4.46446066,0.3301572,0.399,0.32957514,0.41512788
Saturday,3/12/2016,1092,0,0,0,9,0,0,,,,,,
Sunday,3/13/2016,245,0,0,0,10,0,0,,,,,,
Monday,3/14/2016,15026,2578,6729,1846,8128,6805,77,22.37099584,4.59140303,0.48710654,0.7512987,0.48408294,0.6189135
Tuesday,3/15/2016,11392,5048,5379,3389,5903,5416,37,21.40353226,3.04543818,0.3517356,0.30540541,0.35205429,0.44527979
Wednesday,3/16/2016,9606,4108,4585,2864,4895,4613,28,20.90262595,3.51027584,0.32763494,0.19714286,0.32843184,0.40844275
Thursday,3/17/2016,9427,2368,4376,1643,4941,4412,36,20.44329525,5.02863664,0.32788985,0.14972222,0.32935558,0.39977605
Friday,3/18/2016,9082,2992,4159,2133,4820,4193,35,21.61504089,4.01216128,0.31387312,0.17857143,0.31501203,0.39523329
Saturday,3/19/2016,939,0,0,0,8,0,0,,,,,,
Sunday,3/20/2016,279,0,0,0,3,0,0,,,,,,
Monday,3/21/2016,14788,2517,6546,1759,8079,6613,68,22.84318411,5.14971575,0.48091486,0.7275,0.47835294,0.57083422
Tuesday,3/22/2016,10907,4372,4950,2975,5809,4990,40,21.45479798,3.39034958,0.34531663,0.16275,0.34679192,0.43311919
Wednesday,3/23/2016,8526,3369,4006,2273,4396,4028,22,20.78535447,3.43514738,0.32933962,0.13636364,0.3303994,0.41061158
Thursday,3/24/2016,8920,2866,4224,2204,4593,4248,24,20.41106771,4.22983666,0.32452213,0.22333333,0.32509706,0.40690341
Friday,3/25/2016,7068,3239,3398,2398,3588,3435,38,20.28201354,3.68909925,0.3189607,0.14052632,0.32095673,0.3987695
Saturday,3/26/2016,635,0,0,0,6,0,0,,,,,,
Sunday,3/27/2016,123,0,0,0,4,0,0,,,,,,
Monday,3/28/2016,12171,2921,5687,2147,6364,5731,44,22.09323897,4.01755473,0.31248473,0.16659091,0.3136135,0.39756638
Tuesday,3/29/2016,9693,4425,4600,3156,5004,4632,33,21.60484671,3.27385298,0.30914292,0.18272727,0.31005001,0.40077626
Wednesday,3/30/2016,8142,3061,3982,2142,4082,4012,30,21.51203918,4.01361345,0.32867149,0.39333333,0.32818433,0.41847815
Thursday,3/31/2016,8467,2599,4110,1873,4272,4142,32,21.84606569,4.10353444,0.32757364,0.2671875,0.3280438,0.42115815
Friday,4/1/2016,9613,6181,4877,4685,4626,4907,30,26.57318639,3.46665955,0.31600367,0.13566667,0.31711298,0.41543982
Saturday,4/2/2016,796,0,0,0,11,0,0,,,,,,
Sunday,4/3/2016,257,0,0,0,3,0,0,,,,,,
Monday,4/4/2016,12299,3636,5765,2738,6398,5799,35,26.27659611,5.58898101,0.30877738,0.25742857,0.30908917,0.40142436
Tuesday,4/5/2016,9811,4075,4722,3017,5000,4758,36,26.34157349,4.99226052,0.29973518,0.165,0.30076239,0.39501694
Wednesday,4/6/2016,8973,3195,4339,2261,4557,4363,24,25.62684029,4.77534277,0.31546642,0.29583333,0.31557502,0.41429823
Thursday,4/7/2016,9422,2806,4535,2031,4786,4574,39,26.39779493,5.04435746,0.3405688,0.15361111,0.34205292,0.44771555
Friday,4/8/2016,8889,4876,4008,3533,4775,4045,37,25.54909431,3.48082649,0.33384178,0.25648649,0.33455589,0.42712076
Saturday,4/9/2016,814,0,0,0,10,0,0,,,,,,
Sunday,4/10/2016,224,0,0,0,3,0,0,,,,,,
Monday,4/11/2016,12671,3580,5747,2604,6733,5827,80,24.81694101,4.05187404,0.60477089,0.816625,0.60182182,0.70966591
Tuesday,4/12/2016,10154,2916,4794,2073,5244,4825,31,24.92452232,4.21532079,0.32050984,0.17709677,0.32143721,0.41751564
Wednesday,4/13/2016,8398,2705,4127,1953,4182,4158,31,23.97002181,4.34996928,0.33063011,0.18483871,0.33172522,0.43001454
Thursday,4/14/2016,8172,2297,3941,1709,4139,3967,27,23.8154797,4.70637215,0.31887068,0.21185185,0.31960406,0.41980457
Friday,4/15/2016,7403,3797,3534,2694,3774,3576,42,23.88438879,3.26247958,0.39052013,0.3652381,0.3908206,0.493721
Saturday,4/16/2016,656,12,0,10,7,0,0,,4.533,,,,
Sunday,4/17/2016,215,0,0,0,5,0,0,,,,,,
Monday,4/18/2016,11226,4240,5091,3057,5984,5132,43,22.28567106,3.18269545,0.31367693,0.28953488,0.31388092,0.395056
Tuesday,4/19/2016,9719,4308,4464,3171,5148,4497,33,22.29896281,4.06654052,0.31896153,0.14151515,0.3202733,0.40760977
Wednesday,4/20/2016,8830,3095,4271,2325,4438,4305,34,23.39805432,4.66655914,0.32015099,0.15529412,0.32146336,0.41850152
Thursday,4/21/2016,8292,2409,4026,1733,4169,4054,28,22.73018132,4.67605309,0.32919586,0.42107143,0.32855688,0.41831595
Friday,4/22/2016,8509,3739,3922,2638,4505,3953,31,23.27991841,3.41568613,0.32952694,0.19451613,0.33059408,0.42716471
Saturday,4/23/2016,912,0,0,0,8,0,0,,,,,,
Sunday,4/24/2016,265,0,0,0,4,0,0,,,,,,
Monday,4/25/2016,13341,3728,5456,2665,7661,5550,94,25.17629949,3.87799625,0.61948649,0.94180851,0.61393328,0.73560484
Tuesday,4/26/2016,10316,3980,4368,2971,5826,4393,25,24.27086996,3.71148435,0.27059185,0.2108,0.27093407,0.35813187
Wednesday,4/27/2016,9335,3165,4104,2316,5118,4134,30,23.29478314,4.32447755,0.25211901,0.155,0.25282895,0.32940302
Thursday,4/28/2016,8301,2789,3894,2076,4318,3918,24,24.06702363,4.57026012,0.2499949,0.09166667,0.25097072,0.3295018
Friday,4/29/2016,7447,3213,3556,2271,3820,3574,18,24.82764342,4.33080141,0.24452154,0.15166667,0.24499156,0.32610236
Saturday,4/30/2016,638,1,0,0,11,0,0,,,,,,
Sunday,5/1/2016,204,0,0,0,4,0,0,,,,,,
Monday,5/2/2016,9982,5774,4965,4331,4911,5000,35,25.72568177,3.53138767,0.252366,0.36371429,0.25158107,0.33260624
Tuesday,5/3/2016,8208,5431,4183,3915,3938,4206,23,25.36744203,3.32213282,0.26440799,0.96695652,0.26054506,0.38355486
Wednesday,5/4/2016,7386,3060,3898,2248,3423,3916,18,25.54385839,4.23146797,0.25448417,0.16777778,0.25488456,0.33718061
Thursday,5/5/2016,7251,2846,3678,2000,3478,3716,38,25.4134149,4.335545,0.35416577,0.85868421,0.34895324,0.44898858
Friday,5/6/2016,6629,2438,3375,1691,3179,3390,15,26.11613926,4.55918391,0.25387316,0.12,0.25446815,0.33595852
Saturday,5/7/2016,517,0,0,0,7,0,0,,,,,,
Sunday,5/8/2016,150,0,0,0,4,0,0,,,,,,
Monday,5/9/2016,10242,4635,5013,3462,5036,5103,90,24.67238779,3.47878972,0.69654321,1.53433333,0.68150209,0.92735488
Tuesday,5/10/2016,9051,5624,4728,3968,4191,4779,51,25.02096658,3.38780746,0.4515589,1.47313725,0.44053934,0.65255076
Wednesday,5/11/2016,7692,3438,4025,2525,3572,4045,20,25.50982857,4.06434059,0.27237577,0.3015,0.27223106,0.35071056
Thursday,5/12/2016,7240,2979,3727,2183,3443,3750,23,25.90496378,4.00660101,0.30580267,0.56695652,0.30419104,0.40004025
Friday,5/13/2016,6761,2587,3411,1906,3267,3440,29,25.65477866,4.73028856,0.28556686,0.46172414,0.28406919,0.37310466
Saturday,5/14/2016,583,0,0,0,5,0,0,,,,,,
Sunday,5/15/2016,209,0,0,0,6,0,0,,,,,,
Monday,5/16/2016,9501,4223,4860,3024,4525,4890,31,24.49532208,3.45005291,0.24681595,0.32709677,0.24630377,0.32281128
Tuesday,5/17/2016,7588,5207,4013,3639,3504,4036,23,25.67548218,3.2900687,0.23725223,0.11695652,0.23794169,0.3146773
Wednesday,5/18/2016,6142,2653,3333,1918,2728,3351,18,26.02536154,3.9572732,0.25135184,0.52,0.24990099,0.3409631
Thursday,5/19/2016,6184,2493,3196,1804,2921,3208,12,26.34234355,4.78706208,0.25265586,0.355,0.25227159,0.33347622
Friday,5/20/2016,6215,2016,3291,1437,2843,3313,22,26.40449104,4.68333333,0.24757621,0.55772727,0.24550289,0.35730173
Saturday,5/21/2016,527,0,0,0,10,0,0,,,,,,
Sunday,5/22/2016,191,0,0,0,5,0,0,,,,,,
Monday,5/23/2016,8724,3200,4546,2310,4074,4572,26,24.48305543,3.23215584,0.26155074,0.18115385,0.26201056,0.34598328
Tuesday,5/24/2016,6922,3658,3633,2604,3224,3640,7,24.8702147,3.30150538,0.24851648,0.37571429,0.2482714,0.32887421
Wednesday,5/25/2016,6335,3298,3290,2406,2961,3300,11,24.76391304,3.93790939,0.24867273,0.11636364,0.24911523,0.33039222
Thursday,5/26/2016,6489,2316,3355,1664,3054,3373,18,23.41191058,4.31494591,0.25721909,0.37444444,0.25659016,0.33323994
Friday,5/27/2016,5955,1970,3091,1428,2794,3101,10,24.71979618,4.8097619,0.25280555,0.309,0.25262375,0.34316402
Saturday,5/28/2016,446,0,0,0,4,0,0,,,,,,
Sunday,5/29/2016,139,0,0,0,2,0,0,,,,,,
Monday,5/30/2016,424,0,0,0,2,0,0,,,,,,
Tuesday,5/31/2016,8389,4276,4355,2991,3932,4373,18,24.01689782,3.06313273,0.24946718,0.17222222,0.24978645,0.33911366
Wednesday,6/1/2016,7330,4832,3796,3581,3431,3811,15,24.81039252,3.46607093,0.251291,0.20533333,0.2514726,0.3319784
Thursday,6/2/2016,6823,5478,3551,4102,3173,3568,17,24.81289496,3.18378352,0.25021581,0.27470588,0.25009856,0.32988736
Friday,6/3/2016,6756,2581,3457,1853,3202,3480,25,23.95464544,3.70486239,0.24994828,0.1296,0.2508191,0.32465123
Saturday,6/4/2016,503,0,0,0,2,0,0,,,,,,
Sunday,6/5/2016,149,0,0,0,7,0,0,,,,,,
Monday,6/6/2016,8884,3359,4562,2347,4215,4588,27,24.72070379,3.53797188,0.25570401,0.21111111,0.25596799,0.33634948
Tuesday,6/7/2016,7001,2047,3607,1450,3306,3627,21,24.47277038,4.71133793,0.23762889,0.43238095,0.23649473,0.32307543
Wednesday,6/8/2016,6455,3651,3366,2708,3011,3381,15,24.44644088,3.41431684,0.2402307,0.098,0.24086453,0.31714201
Thursday,6/9/2016,6905,4261,3625,3096,3194,3644,19,22.29279172,3.0029199,0.24591658,0.14263158,0.24645793,0.31554483
Friday,6/10/2016,6439,2572,3330,1879,3025,3347,17,23.0866967,3.86984034,0.25943233,0.40235294,0.2587027,0.33959459
Saturday,6/11/2016,483,0,0,0,8,0,0,,,,,,
Sunday,6/12/2016,142,0,0,0,4,0,0,,,,,,
Monday,6/13/2016,8540,3921,4378,2868,4051,4403,26,23.00130912,3.46697699,0.25811719,0.21153846,0.25839388,0.33023304
Tuesday,6/14/2016,7239,2788,3667,2119,3495,3689,22,23.6722907,4.26212364,0.25669558,0.56818182,0.25482683,0.32663758
Wednesday,6/15/2016,6399,3744,3321,2769,3009,3341,20,23.01179765,3.62990971,0.25267884,0.1335,0.25339657,0.33373382
Thursday,6/16/2016,6324,4100,3259,2981,2979,3273,14,22.19312059,3.50533714,0.2472594,0.10142857,0.24788585,0.32377416
Friday,6/17/2016,6014,2606,3051,1937,2877,3071,20,22.6696198,3.77226639,0.2520254,0.302,0.2516978,0.32926581
Saturday,6/18/2016,528,0,0,0,5,0,0,,,,,,
Sunday,6/19/2016,142,0,0,0,2,0,0,,,,,,
Monday,6/20/2016,9208,2737,4691,1872,4398,4721,31,22.50604904,3.98274573,0.31624444,0.26322581,0.31659488,0.39749893
Tuesday,6/21/2016,7571,2359,3731,1701,3746,3744,13,22.09135352,3.96519106,0.2655422,0.19,0.26580541,0.34200214
Wednesday,6/22/2016,6745,2950,3371,2106,3287,3386,15,22.19240878,3.52143875,0.25668931,0.14733333,0.25717591,0.32733907
Thursday,6/23/2016,6645,3060,3294,2198,3265,3315,21,22.48130844,3.53767516,0.26042534,0.36571429,0.2597541,0.32514876
Friday,6/24/2016,6454,2467,3173,1802,3196,3200,27,23.62746612,3.87071587,0.31582188,0.83814815,0.31137725,0.42624015
Saturday,6/25/2016,538,0,0,0,7,0,0,,,,,,
Sunday,6/26/2016,152,0,0,0,6,0,0,,,,,,
Monday,6/27/2016,8769,2748,4707,1979,3931,4748,40,23.99009135,4.24415361,0.26381083,0.1795,0.2645273,0.34860421
Tuesday,6/28/2016,6884,2126,3692,1536,3089,3731,39,24.0397779,4.96591797,0.27663629,0.25846154,0.27682828,0.3660428
Wednesday,6/29/2016,6498,2823,3482,1937,2908,3512,31,24.4665125,3.8319205,0.25657745,0.10290323,0.25794599,0.33542373
Thursday,6/30/2016,6827,3408,3617,2384,3087,3654,37,24.19169477,3.61750419,0.27088123,0.1572973,0.27204313,0.35625104
Friday,7/1/2016,6361,4589,3283,3421,2996,3303,22,22.23714721,3.06035954,0.29061459,0.22409091,0.29106065,0.37561109
Saturday,7/2/2016,475,0,0,0,2,0,0,,,,,,
Sunday,7/3/2016,130,0,0,0,5,0,0,,,,,,
Monday,7/4/2016,267,0,0,0,10,0,0,,,,,,
Tuesday,7/5/2016,8760,3207,4555,2403,3985,4705,150,24.34806586,3.77819809,0.87461849,0.96893333,0.87151262,1.01939407
Wednesday,7/6/2016,7273,4048,3829,2811,3327,3874,45,23.14089318,3.12416933,0.26308467,0.15066667,0.26440585,0.34303996
Thursday,7/7/2016,6859,3268,3576,2394,3204,3615,39,23.41732662,3.3345614,0.2817538,0.21487179,0.28248322,0.35713367
Friday,7/8/2016,6437,3632,3352,2666,2983,3394,42,23.84002983,3.00911853,0.31998821,0.46738095,0.31814141,0.40471659
Saturday,7/9/2016,589,0,0,0,6,0,0,,,,,,
Sunday,7/10/2016,145,0,0,0,3,0,0,,,,,,
Monday,7/11/2016,9333,2221,4801,1673,4402,4844,45,22.76847885,4.34121937,0.31762593,0.43266667,0.3165472,0.38387789
Tuesday,7/12/2016,7758,3335,4199,2383,3452,4237,38,21.06694451,3.49280739,0.26353316,0.13026316,0.26473922,0.33177423
Wednesday,7/13/2016,7169,2658,3886,1862,3192,3937,52,20.15843243,3.6170247,0.27256626,0.27641026,0.27252767,0.34686486
Thursday,7/14/2016,6761,2261,3743,1711,2931,3782,39,20.09551964,3.49335476,0.28107615,0.30025641,0.2808763,0.34675394
Friday,7/15/2016,6702,2796,3591,2034,2938,3703,112,20.64227792,3.01035398,0.37647593,2.35590909,0.35222222,0.5311306
Saturday,7/16/2016,501,0,0,0,9,0,0,,,,,,
Sunday,7/17/2016,150,0,0,0,4,0,0,,,,,,
Monday,7/18/2016,9518,2649,5318,1888,4079,5383,66,20.72244123,3.3899947,0.28402085,0.18672727,0.28502727,0.36787662
Tuesday,7/19/2016,7071,1832,3868,1328,3114,3913,45,19.88526629,4.38427711,0.25461755,0.13219512,0.2559152,0.3294364
Wednesday,7/20/2016,6068,3255,3454,2279,2528,3480,27,20.22540979,3.28904344,0.25072989,0.11851852,0.25176368,0.3189806
Thursday,7/21/2016,6029,1723,3359,1260,2581,3400,41,19.53449539,4.48403968,0.26595,0.19756098,0.26678476,0.33621614
Friday,7/22/2016,6295,1949,3548,1425,2657,3588,41,20.05480124,3.86254737,0.25403289,0.13317073,0.25542994,0.31911756
Saturday,7/23/2016,515,0,0,0,3,0,0,,,,,,
Sunday,7/24/2016,147,0,0,0,2,0,0,,,,,,
Monday,7/25/2016,8795,1848,4993,1330,3694,5036,46,19.95886774,4.50485714,0.27535281,0.12780488,0.27656513,0.35481964
Tuesday,7/26/2016,6649,2735,3897,1940,2657,3934,37,19.48360021,3.75673711,0.26660142,0.14945946,0.26771363,0.33378753
Wednesday,7/27/2016,6307,2994,3736,2106,2496,3773,37,19.90877141,2.93805318,0.26861649,0.15864865,0.26970557,0.33318255
Thursday,7/28/2016,6232,1894,3590,1327,2557,3638,48,19.41135376,4.15940467,0.26759758,0.14895833,0.26918384,0.33649582
Friday,7/29/2016,6133,1077,3522,762,2516,3562,40,20.93452868,5.88216535,0.28486942,0.33948718,0.28426462,0.37758944
Saturday,7/30/2016,451,0,0,0,5,0,0,,,,,,
Sunday,7/31/2016,179,0,0,0,7,0,0,,,,,,
Monday,8/1/2016,8342,5008,4627,3689,3596,4679,52,21.62343635,2.99588506,0.26943578,0.165,0.27060947,0.34120813
Tuesday,8/2/2016,6329,3460,3537,2484,2719,3566,30,22.25156957,3.45926731,0.27441671,0.109,0.27582014,0.34787896
Wednesday,8/3/2016,5849,4232,3253,3084,2521,3283,31,22.10938807,2.99026265,0.26776729,0.12483871,0.26912977,0.34099323
Thursday,8/4/2016,5933,3416,3375,2404,2466,3405,30,21.7482963,3.12035358,0.29282526,0.125,0.29431704,0.36212148
Friday,8/5/2016,5855,1502,3290,1077,2496,3321,31,22.20432219,4.23939647,0.29574827,0.32580645,0.29546505,0.36765957
Saturday,8/6/2016,453,2,0,0,4,0,0,,,,,,
Sunday,8/7/2016,168,0,0,0,6,0,0,,,,,,
Monday,8/8/2016,9090,2597,5491,1978,3482,5561,70,21.75829539,3.57120324,0.28232692,0.33857143,0.28160991,0.36740849
Tuesday,8/9/2016,12530,2476,9316,1720,2928,9539,224,10.85988621,3.85016279,0.43299717,0.73049107,0.42584326,0.46911218
Wednesday,8/10/2016,7188,2613,4364,1896,2719,4407,44,22.42411414,3.30642932,0.28408214,0.19545455,0.28497593,0.34885171
Thursday,8/11/2016,6558,1542,3823,1124,2645,3864,41,21.74404394,4.47053381,0.27923913,0.13536585,0.28078211,0.34673555
